PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGM_PER48,FGM_PER40,FGM_PER36,FGA_AVG,FGA_PER48,FGA_PER40,FGA_PER36,FG_PCT,FG3M_AVG,FG3M_PER48,FG3M_PER40,FG3M_PER36,FG3A_AVG,FG3A_PER48,FG3A_PER40,FG3A_PER36,FG3_PCT,FTM_AVG,FTM_PER48,FTM_PER40,FTM_PER36,FTA_AVG,FTA_PER48,FTA_PER40,FTA_PER36,FT_PCT,OREB_AVG,OREB_PER48,OREB_PER40,OREB_PER36,DREB_AVG,DREB_PER48,DREB_PER40,DREB_PER36,REB_AVG,REB_PER48,REB_PER40,REB_PER36,AST_AVG,AST_PER48,AST_PER40,AST_PER36,TOV_AVG,TOV_PER48,TOV_PER40,TOV_PER36,STL_AVG,STL_PER48,STL_PER40,STL_PER36,BLK_AVG,BLK_PER48,BLK_PER40,BLK_PER36,BLKA_AVG,BLKA_PER48,BLKA_PER40,BLKA_PER36,PF_AVG,PF_PER48,PF_PER40,PF_PER36,PFD_AVG,PFD_PER48,PFD_PER40,PFD_PER36,PTS_AVG,PTS_PER48,PTS_PER40,PTS_PER36,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,TEAM_COUNT,HEIGHT,WEIGHT
Dalano Banton,POR,25.0,67,28,39,0.418,16.715597014925372,2.955223880597015,8.486131015362362,7.071775846135302,6.364598261521772,7.567164179104478,21.729638509033926,18.108032090861606,16.297228881775446,0.391,1.0746268656716418,3.085865823768131,2.5715548531401096,2.3143993678260983,3.3134328358208953,9.514752956618405,7.928960797182006,7.136064717463805,0.324,1.3582089552238805,3.9001915272625,3.250159606052083,2.925143645446875,1.8656716417910448,5.357405944041895,4.464504953368246,4.018054458031422,0.728,0.44776119402985076,1.2857774265700548,1.071481188808379,0.9643330699275411,1.5671641791044777,4.500220992995192,3.7501841608293267,3.3751657447463943,2.014925373134328,5.785998419565247,4.821665349637706,4.339498814673935,2.388059701492537,6.857479608373625,5.714566340311355,5.143109706280219,1.2835820895522387,3.6858952895008237,3.071579407917353,2.7644214671256178,0.6417910447761194,1.8429476447504118,1.5357897039586765,1.3822107335628089,0.5074626865671642,1.4572144167793954,1.214345347316163,1.0929108125845466,0.5223880597014925,1.5000736643317305,1.2500613869431088,1.1250552482487979,0.8656716417910447,2.4858363580354395,2.071530298362866,1.8643772685265796,1.373134328358209,3.943050774814835,3.285875645679029,2.957288081111126,8.343283582089553,23.958319381755356,19.965266151462796,17.968739536316516,1106.0,0,0,147,220,486,374,251,216,180,466,197,178,328,156,152,348,302,300,303,135,135,202,110,438,243,189,209,384,225,281,44,1,80.0,203
Donovan Clingan,POR,21.0,67,29,38,0.433,19.75587064676617,2.6865671641791047,6.5274381568045765,5.439531797337147,4.895578617603432,4.985074626865671,12.112024135404047,10.093353446170038,9.084018101553035,0.539,0.208955223880597,0.5076896344181338,0.42307469534844483,0.38076722581360034,0.7313432835820896,1.7769137204634682,1.480761433719557,1.3326852903476012,0.286,0.9253731343283582,2.248339809566021,1.873616507971684,1.6862548571745157,1.5522388059701493,3.7714087128204223,3.1428405940170183,2.8285565346153168,0.596,3.2388059701492535,7.8691893334810725,6.557657777900894,5.901892000110804,4.626865671641791,11.241699047830103,9.36808253985842,8.431274285872577,7.865671641791045,19.110888381311177,15.925740317759313,14.333166285983383,1.1492537313432836,2.7922929892997357,2.3269108244164465,2.094219741974802,1.0746268656716418,2.610975262721831,2.175812718934859,1.958231447041373,0.5074626865671642,1.2329605407297535,1.0274671172747945,0.924720405547315,1.6417910447761195,3.988989984713908,3.324158320594923,2.991742488535431,0.34328358208955223,0.8340615422583626,0.6950512852153022,0.625546156693772,2.8208955223880596,6.853810064644806,5.711508387204005,5.140357548483605,1.462686567164179,3.5538274409269364,2.961522867439114,2.6653705806952024,6.507462686567164,15.810905757593307,13.175754797994424,11.858179318194981,1543.9,8,0,147,212,475,362,211,233,260,73,369,362,396,219,178,488,10,64,28,277,181,259,7,356,545,173,257,246,145,77,44,1,86.0,280
Scoot Henderson,POR,21.0,66,30,36,0.455,26.652601010101012,4.348484848484849,7.831403495972781,6.526169579977318,5.873552621979586,10.378787878787879,18.69167733359357,15.576397777994641,14.018758000195177,0.419,1.5909090909090908,2.8651476204778463,2.3876230170648722,2.148860715358385,4.5,8.104274697923053,6.75356224826921,6.07820602344229,0.354,2.393939393939394,4.311364990814283,3.5928041590119033,3.233523743110713,3.121212121212121,5.621146760175584,4.6842889668129875,4.215860070131688,0.767,0.7878787878787878,1.4189302501414098,1.1824418751178414,1.0641976876060573,2.212121212121212,3.9839195484739585,3.3199329570616323,2.987939661355469,3.0,5.402849798615367,4.502374832179473,4.0521373489615256,5.075757575757576,9.141185265334082,7.617654387778402,6.855888949000562,2.6818181818181817,4.829820274519799,4.024850228766499,3.622365205889849,1.0303030303030303,1.8555241732618437,1.5462701443848696,1.3916431299463827,0.19696969696969696,0.35473256253535246,0.29561046877946034,0.2660494219015143,0.6666666666666666,1.200633288581193,1.0005277404843274,0.9004749664358946,2.742424242424242,4.938968755299907,4.115807296083256,3.7042265664749303,2.757575757575758,4.966255875494934,4.138546562912445,3.7246919066212008,12.681818181818182,22.83931960323769,19.03276633603141,17.12948970242827,1643.1,2,0,156,196,455,339,133,123,103,396,124,126,233,78,76,279,187,243,232,48,30,89,281,488,536,66,112,361,117,159,44,1,75.0,206
Jabari Walker,POR,22.0,60,23,37,0.383,12.486083333333333,1.9666666666666666,7.5604172645545376,6.300347720462115,5.670312948415903,3.816666666666667,14.672335199855839,12.226945999879867,11.00425139989188,0.515,0.4666666666666667,1.793997317012941,1.4949977641774508,1.3454979877597057,1.2,4.613135958033277,3.844279965027731,3.459851968524958,0.389,0.8166666666666667,3.1394953047726473,2.616246087310539,2.3546214785794852,1.1833333333333333,4.549064625282815,3.790887187735679,3.4117984689621115,0.69,0.9833333333333333,3.7802086322772688,3.1501738602310576,2.8351564742079516,2.533333333333333,9.738842578070251,8.115702148391877,7.304131933552689,3.5166666666666666,13.519051210347522,11.265876008622936,10.139288407760642,0.6166666666666667,2.3706393117671007,1.9755327598059176,1.7779794838253258,0.5666666666666667,2.178425313515714,1.8153544279297618,1.6338189851367857,0.55,2.114353980765252,1.76196165063771,1.5857654855739391,0.1,0.38442799650277315,0.3203566637523109,0.28832099737707984,0.5166666666666667,1.9862113152643275,1.6551760960536064,1.4896584864482456,1.45,5.57420594929021,4.645171624408508,4.1806544619676576,1.0333333333333334,3.972422630528655,3.3103521921072128,2.9793169728964912,5.216666666666667,20.054327150894665,16.711939292412218,15.040745363170997,704.7,1,0,206,265,465,403,320,301,320,100,301,323,116,258,247,409,159,235,219,381,319,265,383,422,309,252,308,194,308,198,44,1,79.0,237
Rayan Rupert,POR,21.0,52,23,29,0.442,8.837339743589745,1.1153846153846154,6.058210173179798,5.048508477649833,4.543657629884849,2.730769230769231,14.832169734336748,12.360141445280624,11.124127300752562,0.408,0.3076923076923077,1.6712303926013239,1.3926919938344364,1.2534227944509928,1.1346153846153846,6.1626620727173815,5.135551727264485,4.621996554538036,0.271,0.4423076923076923,2.402393689364403,2.0019947411370023,1.8017952670233022,0.5769230769230769,3.1335569861274823,2.6112974884395683,2.3501677395956118,0.767,0.5,2.715749387977151,2.2631244899809593,2.036812040982863,0.8461538461538461,4.59588357965364,3.8299029830447,3.44691268474023,1.3461538461538463,7.311632967630791,6.09302747302566,5.483724725723094,0.4807692307692308,2.6112974884395683,2.176081240366307,1.9584731163296762,0.5769230769230769,3.1335569861274823,2.6112974884395683,2.3501677395956118,0.3076923076923077,1.6712303926013239,1.3926919938344364,1.2534227944509928,0.07692307692307693,0.41780759815033097,0.3481729984586091,0.3133556986127482,0.28846153846153844,1.5667784930637412,1.3056487442197842,1.1750838697978059,0.7115384615384616,3.864720282890561,3.2206002357421344,2.8985402121679207,0.46153846153846156,2.5068455889019856,2.0890379907516547,1.880134191676489,2.980769230769231,16.190044428325322,13.491703690271102,12.142533321243992,306.5,1,0,267,265,362,355,387,383,369,420,355,343,423,354,362,280,321,410,389,415,336,373,414,284,181,380,383,437,409,198,44,1,78.0,195
Jonas Valančiūnas,SAC,33.0,81,23,58,0.284,18.811893004115227,4.2592592592592595,10.867829431079631,9.056524525899691,8.150872073309722,7.7407407407407405,19.7510987051795,16.45924892098292,14.813324028884626,0.55,0.09876543209876543,0.25200763898155665,0.21000636581796384,0.18900572923616746,0.4567901234567901,1.1655353302896994,0.9712794419080828,0.8741514977172745,0.216,1.7901234567901234,4.567638456540713,3.806365380450595,3.4257288424055354,2.037037037037037,5.197657553994605,4.331381294995504,3.8982431654959537,0.879,2.345679012345679,5.9851814258119695,4.987651188176642,4.488886069358977,5.395061728395062,13.765917279367532,11.471597732806275,10.324437959525648,7.7407407407407405,19.7510987051795,16.45924892098292,14.813324028884626,2.0246913580246915,5.166156599121911,4.305130499268259,3.874617449341433,1.4814814814814814,3.78011458472335,3.150095487269458,2.8350859385425125,0.4567901234567901,1.1655353302896994,0.9712794419080828,0.8741514977172745,0.5679012345679012,1.4490439241439508,1.2075366034532922,1.086782943107963,0.48148148148148145,1.2285372400350885,1.0237810333625739,0.9214029300263165,2.234567901234568,5.701672831957719,4.7513940266314325,4.276254623968289,2.074074074074074,5.2921604186126885,4.410133682177241,3.969120313959517,10.407407407407407,26.55530495768153,22.12942079806794,19.916478718261146,1970.4,21,0,12,265,567,468,173,99,121,69,409,388,466,89,102,70,15,21,16,128,76,235,67,462,536,82,110,547,86,28,44,2,83.0,265
Keon Ellis,SAC,25.0,80,39,41,0.488,24.352395833333333,2.8375,5.59287886629909,4.660732388582574,4.194659149724317,5.8,11.432140061510033,9.526783384591694,8.574105046132525,0.489,1.7375,3.4247143718747726,2.8539286432289774,2.5685357789060794,4.0125,7.908872758070518,6.590727298392098,5.931654568552888,0.433,0.9125,1.7985910010565354,1.4988258342137795,1.3489432507924015,1.075,2.118888028641946,1.7657400238682883,1.5891660214814594,0.849,0.75,1.478293973471125,1.2319116445592708,1.1087204801033437,1.9,3.745011399460183,3.120842832883486,2.8087585495951375,2.65,5.223305372931308,4.3527544774427565,3.917479029698481,1.5,2.95658794694225,2.4638232891185416,2.2174409602066874,0.8875,1.7493145352741646,1.4577621127284703,1.3119859014556234,1.5125,2.9812261798334356,2.484355149861196,2.2359196348750765,0.7875,1.5522086721446813,1.2935072267872343,1.164156504108511,0.175,0.34493526047659584,0.2874460503971632,0.2587014453574469,2.2,4.336328988848633,3.613607490707194,3.252246741636475,1.175,2.315993891771429,1.9299949098095244,1.736995418828572,8.325,16.409063105529487,13.674219254607907,12.306797329147116,1581.4,0,0,16,100,512,299,98,184,203,152,73,106,31,189,211,109,155,235,217,191,186,5,39,268,532,184,171,128,133,281,44,1,76.0,175
DeMar DeRozan,SAC,35.0,77,38,39,0.494,35.943051948051945,8.103896103896103,10.822314519902516,9.018595433252097,8.116735889926886,16.98701298701299,22.685236205180274,18.904363504316894,17.013927153885206,0.477,1.0909090909090908,1.4568500315253388,1.2140416929377822,1.092637523644004,3.324675324675325,4.439923905601032,3.69993658800086,3.329942929200774,0.328,4.909090909090909,6.555825141864024,5.4631876182200205,4.916868856398018,5.7272727272727275,7.648462665508028,6.373718887923356,5.736346999131021,0.857,0.6493506493506493,0.8671726378127016,0.7226438648439181,0.6503794783595263,3.220779220779221,4.3011762835509995,3.5843135696258335,3.22588221266325,3.8701298701298703,5.168348921363702,4.306957434469751,3.8762616910227763,4.441558441558442,5.931460842638879,4.9428840355323995,4.44859563197916,1.3636363636363635,1.8210625394066733,1.5175521161722276,1.365796904555005,0.8051948051948052,1.0752940708877499,0.8960783924064584,0.8064705531658125,0.4155844155844156,0.554990488200129,0.4624920735001075,0.41624286615009676,0.7402597402597403,0.9885768071064798,0.8238140059220666,0.7414326053298599,1.948051948051948,2.601517913438105,2.167931594531754,1.9511384350785785,4.103896103896104,5.480531070976275,4.567109225813562,4.110398303232206,22.207792207792206,29.657304213194397,24.714420177662,22.2429781598958,2757.6,3,0,43,110,486,288,6,12,12,187,168,153,314,7,9,95,197,103,121,45,99,106,124,528,480,14,15,106,27,134,44,1,78.0,220
Keegan Murray,SAC,24.0,76,36,40,0.474,34.34438596491228,4.7894736842105265,6.693808329459602,5.578173607883001,5.020356247094702,10.789473684210526,15.079458324606795,12.566215270505662,11.309593743455096,0.444,2.026315789473684,2.831995831694447,2.359996526412039,2.1239968737708352,5.907894736842105,8.256922911888356,6.880769093240296,6.192692183916267,0.343,0.7894736842105263,1.1033749993614728,0.9194791661345607,0.8275312495211046,0.9473684210526315,1.3240499992337675,1.103374999361473,0.9930374994253256,0.833,1.9210526315789473,2.6848791651129176,2.2373993042607645,2.013659373834688,4.75,6.638639579491528,5.532199649576274,4.978979684618646,6.671052631578948,9.323518744604446,7.769598953837038,6.992639058453334,1.4342105263157894,2.004464582173342,1.6703871518111186,1.5033484366300067,0.7894736842105263,1.1033749993614728,0.9194791661345607,0.8275312495211046,0.8026315789473685,1.121764582684164,0.9348038189034701,0.8413234370131231,0.9078947368421053,1.2688812492656938,1.0574010410547448,0.9516609369492703,0.3684210526315789,0.514908333035354,0.42909027752946166,0.38618124977651547,2.4473684210526314,3.420462498020566,2.850385415017138,2.5653468735154243,1.0394736842105263,1.4527770824926058,1.2106475687438383,1.0895828118694544,12.394736842105264,17.322987489975123,14.435822908312604,12.992240617481343,2043.9,11,0,51,136,503,309,16,88,82,298,59,40,268,225,244,131,35,37,31,212,215,111,35,402,543,207,94,143,76,55,44,1,80.0,225
Zach LaVine,SAC,30.0,74,32,42,0.432,35.16864864864865,8.445945945945946,11.527466109249639,9.606221757708033,8.64559958193723,16.527027027027028,22.55694568257969,18.797454735483075,16.917709261934768,0.511,3.22972972972973,4.408103040177061,3.6734192001475514,3.3060772801327962,7.243243243243243,9.88595493529249,8.238295779410409,7.414466201469367,0.446,3.175675675675676,4.334327257077865,3.61193938089822,3.250745442808398,3.8513513513513513,5.256524545817836,4.380437121514863,3.9423934093633766,0.825,0.2972972972972973,0.4057668070455873,0.33813900587132273,0.3043251052841905,3.9594594594594597,5.404076112016231,4.503396760013525,4.053057084012173,4.256756756756757,5.809842919061818,4.841535765884848,4.357382189296364,4.1891891891891895,5.717623190187821,4.764685991823184,4.288217392640865,2.810810810810811,3.8363407211582796,3.1969506009652333,2.8772555408687097,0.7837837837837838,1.0697488549383665,0.8914573791153053,0.8023116412037749,0.16216216216216217,0.22132734929759307,0.18443945774799422,0.1659955119731948,0.6486486486486487,0.8853093971903723,0.7377578309919769,0.6639820478927791,1.635135135135135,2.23171743875073,1.8597645322922751,1.6737880790630477,3.081081081081081,4.2052196366542685,3.5043496972118904,3.1539147274907013,23.2972972972973,31.797362515754205,26.49780209646184,23.848021886815655,2569.0,6,0,71,179,517,363,17,11,16,105,8,19,18,40,44,153,349,75,110,59,10,127,295,501,418,46,12,414,40,93,44,2,77.0,200
Domantas Sabonis,SAC,29.0,70,36,34,0.514,34.698238095238096,7.5285714285714285,10.414691016285992,8.678909180238328,7.811018262214495,12.757142857142858,17.64766428376355,14.706386903136293,13.235748212822664,0.59,0.9285714285714286,1.2845444327487467,1.070453693957289,0.9634083245615601,2.2285714285714286,3.0829066385969925,2.5690888654974935,2.312179978947744,0.417,3.1142857142857143,4.308164405218874,3.5901370043490615,3.2311233039141554,4.128571428571429,5.7112821702213505,4.759401808517793,4.283461627666013,0.754,3.8142857142857145,5.2765132852910055,4.397094404409171,3.9573849639682543,10.071428571428571,13.93236653981333,11.610305449844443,10.449274904859998,13.885714285714286,19.208879825104333,16.007399854253613,14.406659868828251,6.042857142857143,8.359419923887998,6.966183269906665,6.2695649429159985,2.8857142857142857,3.991968852542259,3.3266407104518825,2.9939766394066942,0.6857142857142857,0.9485866580298438,0.7904888816915365,0.7114399935223829,0.37142857142857144,0.5138177730994986,0.4281814775829156,0.385363329824624,0.8428571428571429,1.1659711004950162,0.9716425837458469,0.8744783253712621,3.2714285714285714,4.525548847684046,3.771290706403372,3.3941616357630346,3.9571428571428573,5.47413550571389,4.561779588094908,4.105601629285418,19.1,26.422090870539606,22.018409058783007,19.816568152904704,3157.9,61,10,118,136,441,259,33,33,64,45,209,233,47,47,42,302,3,3,2,20,15,171,158,531,564,25,42,94,13,1,3,1,82.0,240
Trey Lyles,SAC,29.0,69,34,35,0.493,19.55828502415459,2.2753623188405796,5.584200821772653,4.653500684810544,4.188150616329489,5.420289855072464,13.30249112957307,11.085409274644224,9.976868347179803,0.42,1.173913043478261,2.881020806137483,2.4008506717812357,2.160765604603112,3.449275362318841,8.465221627910136,7.054351356591779,6.348916220932601,0.34,0.8115942028985508,1.9918168536259144,1.6598473780215952,1.4938626402194357,1.1594202898550725,2.8454526480370204,2.3712105400308503,2.134089486027765,0.7,1.1594202898550725,2.8454526480370204,2.3712105400308503,2.134089486027765,3.420289855072464,8.39408531170921,6.995071093091009,6.295563983781908,4.579710144927536,11.239537959746231,9.36628163312186,8.429653469809674,1.1884057971014492,2.9165889642379454,2.4304908035316215,2.187441723178459,0.5652173913043478,1.3871581659180474,1.1559651382650395,1.0403686244385355,0.5942028985507246,1.4582944821189727,1.2152454017658108,1.0937208615892295,0.3333333333333333,0.8180676363106434,0.6817230302588695,0.6135507272329825,0.17391304347826086,0.426817897205553,0.35568158100462755,0.3201134229041648,1.2463768115942029,3.058861596639797,2.549051330533164,2.2941461974798476,1.144927536231884,2.809884489936558,2.341570408280465,2.1074133674524185,6.536231884057971,16.0412393033087,13.367699419423918,12.030929477481525,1106.2,1,0,129,157,447,292,205,264,241,394,175,167,277,235,224,393,104,109,109,266,292,209,173,241,308,207,247,414,224,198,44,1,81.0,234
Jake LaRavia,SAC,23.0,66,40,26,0.606,20.44363636363636,2.4242424242424243,5.691924581999289,4.743270484999408,4.268943436499467,5.106060606060606,11.988616150836002,9.990513459030002,8.991462113127001,0.475,0.9090909090909091,2.1344717182497335,1.7787264318747777,1.6008537886873,2.1515151515151514,5.051583066524369,4.209652555436974,3.788687299893277,0.423,1.1818181818181819,2.7748132337246534,2.3123443614372112,2.08110992529349,1.7424242424242424,4.091070793311989,3.4092256610933243,3.0683030949839916,0.678,1.3636363636363635,3.2017075773745995,2.6680896478121663,2.40128068303095,2.5606060606060606,6.012095339736748,5.010079449780624,4.509071504802561,3.9242424242424243,9.213802917111348,7.678169097592791,6.910352187833512,2.393939393939394,5.620775524724298,4.683979603936915,4.215581643543223,1.303030303030303,3.0594094628246173,2.549507885687181,2.294557097118463,0.9393939393939394,2.2056207755247246,1.8380173129372703,1.6542155816435433,0.3484848484848485,0.8182141586623977,0.6818451322186647,0.6136606189967982,0.3939393939393939,0.9249377445748845,0.7707814538124037,0.6937033084311633,2.0,4.6958377801494136,3.913198150124511,3.52187833511206,1.378787878787879,3.237282106012095,2.6977350883434124,2.427961579509071,6.9393939393939394,16.293134115972965,13.577611763310804,12.219850586979724,1174.8,2,0,156,89,315,163,206,260,258,195,222,247,41,183,167,429,83,202,160,137,135,106,173,386,445,190,244,100,216,159,44,2,79.0,235
